C1 Transitions/sec     |648,272       |648,272       |89,485       |64,832       |149,609      |47,993       |99,112       |62,842       |85,310       |49,089
C2 Transitions/sec     |259,746       |259,749       |40,112       |29,016       |40,067       |23,648       |42,761       |24,432       |34,722       |24,991
C3 Transitions/sec     |1,406,790     |1,406,795     |226,812      |117,459      |142,346      |133,301      |206,450      |200,380      |213,839      |166,210
Clock Interrupts/sec   |982,762       |982,762       |141,943      |105,812      |135,916      |110,998      |136,331      |107,216      |137,622      |106,925
DPC Rate               |22            |22            |10           |2            |2            |1            |3            |1            |2            |1
DPCs Queued/sec        |836,035       |836,035       |151,755      |69,463       |147,859      |59,245       |126,188      |99,858       |111,367      |70,300
Idle Break Events/sec  |2,314,886     |2,314,890     |356,416      |211,312      |332,028      |204,945      |348,329      |287,659      |333,907      |240,294
Interrupts/sec         |5,673,136     |5,673,145     |825,281      |613,576      |809,608      |538,755      |839,924      |691,189      |795,120      |559,693
Parking Status         |0             |0             |0            |0            |0            |0            |0            |0            |0            |0
Performance Limit Flags|2             |2             |2            |2            |2            |2            |2            |2            |2            |2
Processor Frequency    |1,706         |1,706         |1,706        |1,706        |1,706        |1,706        |1,706        |1,706        |1,706        |1,706
Processor State Flags  |0             |0             |1            |1            |1            |1            |1            |1            |1            |1

